               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 156,            0.025754,            0.043935,           0.0035331,             0.56496,             0.49173,             0.52685,             0.33427,            0.047784,            0.025524,           0.0094071,           0.0092327,           0.0092327,           0.0092327
                 157,            0.026497,            0.036287,           0.0062591,             0.62285,             0.48057,             0.53592,             0.34398,            0.047942,            0.025939,           0.0087486,           0.0092278,           0.0092278,           0.0092278
                 158,            0.024988,            0.037179,           0.0042113,             0.60536,              0.5119,             0.54462,             0.31759,            0.048788,            0.026451,           0.0084874,           0.0092229,           0.0092229,           0.0092229
                 159,            0.026316,            0.039704,           0.0032832,              0.6172,             0.47816,             0.51917,             0.31526,            0.046564,             0.02804,           0.0073741,           0.0092179,           0.0092179,           0.0092179
                 160,            0.027929,            0.039499,           0.0034695,             0.61211,             0.50409,             0.52912,             0.31592,            0.046704,            0.027365,           0.0078097,           0.0092129,           0.0092129,           0.0092129
                 161,            0.027734,            0.037585,           0.0036148,             0.55423,             0.53504,             0.53063,              0.3157,             0.04675,            0.027718,           0.0094082,            0.009208,            0.009208,            0.009208
                 162,            0.024092,            0.039068,            0.004323,              0.7068,             0.45174,             0.51435,             0.31018,            0.046111,             0.02886,           0.0096563,           0.0092031,           0.0092031,           0.0092031
                 163,            0.027622,            0.042841,           0.0051645,             0.57606,             0.46073,             0.52064,             0.32506,            0.050989,             0.02894,            0.011002,           0.0091981,           0.0091981,           0.0091981
                 164,             0.02703,            0.039422,           0.0033121,             0.58067,             0.51482,             0.52308,             0.33482,            0.048543,            0.027946,            0.010082,           0.0091932,           0.0091932,           0.0091932
                 165,            0.026716,            0.035638,           0.0040299,             0.62602,             0.48862,             0.51778,             0.32435,            0.046625,            0.028042,            0.010108,           0.0091882,           0.0091882,           0.0091882
                 166,              0.0263,            0.038821,           0.0033492,             0.50421,             0.55005,             0.53082,             0.31094,            0.048229,            0.027622,           0.0098922,           0.0091833,           0.0091833,           0.0091833
                 167,             0.02977,            0.035884,            0.003782,             0.52152,             0.51273,             0.47817,             0.30191,            0.049453,            0.028234,            0.010429,           0.0091783,           0.0091783,           0.0091783
                 168,            0.025824,            0.038149,            0.003909,             0.64477,             0.46211,             0.49377,             0.30476,            0.048408,             0.02841,            0.011253,           0.0091734,           0.0091734,           0.0091734
                 169,            0.025962,            0.036462,           0.0036049,             0.55161,              0.5071,             0.48773,             0.33346,            0.048273,             0.02744,            0.010527,           0.0091684,           0.0091684,           0.0091684
                 170,            0.025732,            0.038362,           0.0036122,             0.55804,              0.4941,             0.49399,             0.30861,            0.050262,            0.027176,            0.010817,           0.0091635,           0.0091635,           0.0091635
                 171,            0.028044,             0.03625,           0.0034501,             0.52014,              0.5297,             0.50304,             0.33336,            0.047919,            0.028301,            0.010714,           0.0091585,           0.0091585,           0.0091585
                 172,            0.024805,            0.039112,           0.0050052,              0.6328,             0.47748,             0.50479,             0.33221,             0.04732,            0.028784,           0.0098396,           0.0091535,           0.0091535,           0.0091535
                 173,            0.025572,            0.037778,           0.0042762,             0.61344,             0.48449,             0.49884,             0.32191,            0.048555,            0.026813,            0.010288,           0.0091486,           0.0091486,           0.0091486
                 174,            0.025394,            0.037586,           0.0053991,             0.64815,             0.47515,             0.52575,             0.32462,            0.048536,            0.026692,            0.010707,           0.0091436,           0.0091436,           0.0091436
                 175,            0.026692,            0.036158,           0.0033886,             0.59698,             0.47645,             0.50113,             0.32933,            0.047389,            0.027346,            0.011558,           0.0091387,           0.0091387,           0.0091387
                 176,             0.02456,            0.034154,           0.0051622,             0.69788,             0.43129,             0.50023,             0.32773,            0.049321,            0.027967,            0.010189,           0.0091337,           0.0091337,           0.0091337
                 177,            0.025461,            0.039792,           0.0033768,             0.56959,             0.52198,             0.50057,             0.32606,             0.04855,            0.027011,           0.0085363,           0.0091288,           0.0091288,           0.0091288
                 178,            0.024174,            0.037336,           0.0038948,             0.61493,             0.45177,             0.48949,             0.29663,            0.046776,            0.029294,           0.0079888,           0.0091239,           0.0091239,           0.0091239
                 179,            0.028817,            0.035057,           0.0030712,             0.61878,             0.45706,             0.50847,             0.30621,            0.049419,            0.030335,           0.0076244,           0.0091189,           0.0091189,           0.0091189
                 180,            0.025574,            0.036644,           0.0034649,             0.61661,             0.47277,             0.52193,             0.31298,             0.04665,            0.030996,           0.0085904,           0.0091139,           0.0091139,           0.0091139
                 181,            0.026034,            0.035888,           0.0057229,              0.6682,             0.48555,              0.5106,             0.28897,            0.046374,            0.030607,           0.0091664,            0.009109,            0.009109,            0.009109
                 182,            0.027243,            0.033789,           0.0050662,             0.55549,             0.46675,             0.50207,             0.26473,            0.047947,            0.030787,           0.0082507,           0.0091041,           0.0091041,           0.0091041
                 183,             0.02716,            0.036916,           0.0034746,             0.69013,             0.43144,             0.51129,             0.32247,            0.046817,            0.029406,           0.0078502,           0.0090991,           0.0090991,           0.0090991
                 184,            0.025126,            0.034884,           0.0026434,             0.64843,               0.482,             0.52647,             0.31884,            0.047301,            0.029141,           0.0072916,           0.0090942,           0.0090942,           0.0090942
                 185,            0.025739,            0.036911,           0.0032436,             0.62141,             0.47914,             0.51639,             0.29934,            0.047164,            0.028019,           0.0093911,           0.0090892,           0.0090892,           0.0090892
                 186,            0.025086,            0.037811,           0.0026997,             0.56053,             0.47074,             0.49399,             0.29777,            0.046212,            0.028327,            0.011678,           0.0090843,           0.0090843,           0.0090843
                 187,            0.028104,            0.033725,            0.002784,             0.63375,             0.53024,             0.52489,             0.32262,            0.047106,             0.02595,            0.010703,           0.0090793,           0.0090793,           0.0090793
                 188,            0.024223,            0.034813,           0.0038112,             0.64391,             0.44799,             0.51726,             0.33311,            0.046126,            0.025485,           0.0091921,           0.0090744,           0.0090744,           0.0090744
                 189,            0.024418,            0.036885,           0.0029689,             0.67418,             0.50078,             0.52934,             0.33825,            0.046802,            0.025588,           0.0087015,           0.0090694,           0.0090694,           0.0090694
                 190,            0.023377,            0.034947,           0.0036112,             0.61786,             0.51294,             0.50886,             0.32396,             0.04798,            0.025476,            0.010125,           0.0090644,           0.0090644,           0.0090644
                 191,            0.024567,            0.038035,           0.0035252,             0.63643,             0.46133,             0.49537,             0.32283,            0.046886,            0.026046,           0.0082769,           0.0090595,           0.0090595,           0.0090595
                 192,            0.026136,            0.033489,           0.0035738,             0.66267,             0.45399,             0.49541,             0.32607,            0.047399,            0.026104,           0.0086624,           0.0090545,           0.0090545,           0.0090545
                 193,            0.026243,            0.038109,           0.0031362,             0.62224,             0.46869,             0.49316,             0.31456,            0.046535,            0.026673,           0.0095999,           0.0090496,           0.0090496,           0.0090496
                 194,             0.02453,            0.034138,           0.0025196,             0.72612,             0.45267,             0.48761,              0.2986,            0.047261,            0.027052,            0.011263,           0.0090446,           0.0090446,           0.0090446
                 195,             0.02562,            0.036252,           0.0034167,             0.59923,             0.45338,             0.48341,             0.32087,            0.049982,            0.027478,            0.011782,           0.0090397,           0.0090397,           0.0090397
                 196,            0.024355,            0.033531,           0.0022823,             0.71481,             0.40677,             0.50059,              0.3288,            0.051657,            0.027934,           0.0097978,           0.0090347,           0.0090347,           0.0090347
                 197,               0.026,             0.03552,           0.0046435,             0.63882,              0.4542,             0.48358,             0.32799,            0.046377,            0.028963,           0.0095274,           0.0090298,           0.0090298,           0.0090298
                 198,            0.022362,            0.033628,           0.0025025,             0.60036,             0.43641,              0.4838,             0.30898,            0.047743,            0.029395,            0.010368,           0.0090248,           0.0090248,           0.0090248
                 199,            0.025346,            0.037092,           0.0031431,             0.56172,             0.45157,             0.47784,             0.32285,            0.046144,            0.028542,            0.010686,           0.0090199,           0.0090199,           0.0090199
                 200,            0.025387,            0.036909,           0.0053429,              0.6633,             0.45953,             0.50767,             0.33163,             0.04645,            0.027016,           0.0098026,           0.0090149,           0.0090149,           0.0090149
                 201,            0.026403,            0.034011,            0.004755,             0.74242,             0.45768,             0.52541,             0.33471,            0.049563,            0.027211,           0.0097192,             0.00901,             0.00901,             0.00901
                 202,            0.023862,            0.033786,           0.0032593,             0.63102,             0.50224,             0.50477,             0.31048,            0.045827,            0.028504,           0.0095805,           0.0090051,           0.0090051,           0.0090051
                 203,            0.026333,            0.036602,           0.0028264,             0.57652,             0.48355,             0.50523,             0.33716,            0.046327,            0.027665,           0.0096987,           0.0090001,           0.0090001,           0.0090001
                 204,            0.023584,            0.032853,           0.0034183,             0.65339,             0.50279,             0.52874,               0.327,            0.046907,             0.02731,           0.0098547,           0.0089952,           0.0089952,           0.0089952
                 205,            0.024676,            0.037266,           0.0033826,             0.69447,             0.51858,             0.54173,             0.31898,            0.043909,            0.027473,           0.0088998,           0.0089902,           0.0089902,           0.0089902
                 206,            0.023357,            0.038942,           0.0030927,             0.61694,             0.53255,             0.52478,             0.33852,            0.047063,             0.02857,           0.0091056,           0.0089853,           0.0089853,           0.0089853
                 207,            0.023526,            0.034806,           0.0033608,             0.67968,             0.47918,             0.51468,             0.32203,            0.049299,            0.027085,           0.0099108,           0.0089803,           0.0089803,           0.0089803
                 208,            0.023761,            0.034734,           0.0028823,             0.61678,             0.46658,             0.48942,             0.33736,            0.046181,            0.027663,             0.00984,           0.0089753,           0.0089753,           0.0089753
                 209,            0.023311,            0.034995,           0.0037601,             0.65098,             0.47244,             0.49738,             0.33101,            0.045454,            0.029575,           0.0088444,           0.0089704,           0.0089704,           0.0089704
                 210,            0.023947,            0.035856,           0.0030374,             0.56127,             0.46457,              0.5063,             0.31319,            0.047572,            0.029897,           0.0091959,           0.0089654,           0.0089654,           0.0089654
                 211,            0.025972,            0.036406,           0.0049204,             0.65394,             0.45671,             0.51005,             0.32561,            0.047648,            0.029143,           0.0077013,           0.0089605,           0.0089605,           0.0089605
                 212,            0.025042,            0.034167,           0.0026417,             0.59441,             0.49882,             0.49521,             0.31573,            0.047285,            0.028228,           0.0074887,           0.0089555,           0.0089555,           0.0089555
                 213,            0.024744,            0.031566,           0.0024889,             0.56391,             0.49074,             0.50107,              0.3149,            0.044851,            0.028722,           0.0073689,           0.0089506,           0.0089506,           0.0089506
                 214,            0.025696,            0.036394,           0.0036168,             0.63492,             0.48238,             0.50991,             0.31305,            0.045779,            0.028144,           0.0076113,           0.0089456,           0.0089456,           0.0089456
                 215,            0.027782,            0.032736,           0.0058402,             0.58057,             0.52183,             0.50904,             0.27728,            0.048264,            0.029678,           0.0074504,           0.0089407,           0.0089407,           0.0089407
                 216,            0.022652,            0.033095,            0.002696,              0.5852,             0.50383,             0.50121,             0.29381,            0.047291,             0.02957,           0.0077032,           0.0089358,           0.0089358,           0.0089358
                 217,            0.022953,             0.03476,           0.0038756,             0.59141,             0.48979,             0.50411,             0.30679,              0.0468,            0.028319,           0.0096145,           0.0089308,           0.0089308,           0.0089308
                 218,            0.023095,            0.033746,           0.0047152,             0.62115,             0.44796,             0.50652,             0.29771,            0.045805,            0.027679,            0.010284,           0.0089258,           0.0089258,           0.0089258
                 219,             0.02604,            0.032719,           0.0042744,             0.57627,             0.47307,             0.49394,              0.3014,            0.048014,            0.028388,            0.011606,           0.0089209,           0.0089209,           0.0089209
                 220,            0.022013,            0.034188,            0.002546,             0.52218,             0.50269,             0.49162,             0.30346,             0.04886,            0.028446,            0.011574,           0.0089159,           0.0089159,           0.0089159
                 221,            0.023183,            0.034435,           0.0041043,             0.58771,             0.48221,             0.51452,             0.31062,            0.048007,            0.028415,            0.012199,            0.008911,            0.008911,            0.008911
                 222,            0.022916,            0.038571,           0.0030984,             0.61832,              0.4472,             0.50332,             0.30038,              0.0488,            0.028969,            0.011044,           0.0089061,           0.0089061,           0.0089061
                 223,            0.025314,            0.036245,           0.0029124,             0.55715,             0.52269,             0.51371,             0.32877,            0.048011,            0.028725,            0.012337,           0.0089011,           0.0089011,           0.0089011
                 224,            0.024353,            0.034971,           0.0026355,             0.60003,             0.47595,             0.51655,             0.32168,            0.047125,            0.028508,            0.011385,           0.0088962,           0.0088962,           0.0088962
                 225,            0.025365,            0.033094,           0.0030478,             0.53031,             0.51776,             0.51194,             0.30861,            0.046913,            0.029927,            0.013627,           0.0088912,           0.0088912,           0.0088912
