               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 152,            0.036633,            0.013899,          0.00091271,             0.86231,             0.98611,             0.95375,              0.6649,           0.0084416,           0.0039535,          0.00053904,           0.0025255,           0.0025255,           0.0025255
                 153,            0.038158,            0.017891,           0.0019638,             0.85886,             0.99995,             0.95375,             0.59707,           0.0094312,            0.004021,           0.0005001,            0.002476,            0.002476,            0.002476
                 154,            0.036549,            0.026079,           0.0016172,             0.85886,             0.99995,             0.95375,             0.59707,           0.0094312,            0.004021,           0.0005001,           0.0024265,           0.0024265,           0.0024265
                 155,            0.051177,            0.027224,           0.0010565,              0.8504,                   1,             0.95375,             0.45785,            0.011071,           0.0039472,          0.00044854,            0.002377,            0.002377,            0.002377
                 156,            0.021597,            0.022797,           0.0010719,              0.8504,                   1,             0.95375,             0.45785,            0.011071,           0.0039472,          0.00044854,           0.0023275,           0.0023275,           0.0023275
                 157,            0.032598,            0.014018,          0.00062065,             0.84861,                   1,             0.95375,             0.61126,           0.0091636,           0.0039717,          0.00041899,            0.002278,            0.002278,            0.002278
                 158,             0.04818,            0.032146,             0.00286,             0.84861,                   1,             0.95375,             0.61126,           0.0091636,           0.0039717,          0.00041899,           0.0022285,           0.0022285,           0.0022285
                 159,            0.032673,            0.014787,           0.0019643,             0.84812,             0.99724,             0.95375,             0.54233,            0.010336,           0.0039411,            0.000437,            0.002179,            0.002179,            0.002179
                 160,            0.056048,            0.016736,           0.0015537,             0.84812,             0.99724,             0.95375,             0.54233,            0.010336,           0.0039411,            0.000437,           0.0021295,           0.0021295,           0.0021295
                 161,            0.032479,            0.022122,           0.0014218,             0.86741,             0.94557,             0.95375,             0.50655,            0.010121,           0.0040572,          0.00044417,             0.00208,             0.00208,             0.00208
                 162,            0.030068,            0.015259,          0.00071628,             0.86741,             0.94557,             0.95375,             0.50655,            0.010121,           0.0040572,          0.00044417,           0.0020305,           0.0020305,           0.0020305
                 163,            0.036361,            0.015212,          0.00080019,             0.72295,             0.63546,             0.78875,             0.49416,            0.010903,           0.0039565,          0.00046651,            0.001981,            0.001981,            0.001981
                 164,            0.033558,            0.018651,           0.0011663,             0.72295,             0.63546,             0.78875,             0.49416,            0.010903,           0.0039565,          0.00046651,           0.0019315,           0.0019315,           0.0019315
                 165,             0.03509,             0.01504,           0.0013888,             0.76906,             0.80696,             0.88775,             0.51164,           0.0096599,           0.0039925,          0.00043702,            0.001882,            0.001882,            0.001882
                 166,            0.028629,            0.014301,          0.00055325,             0.76906,             0.80696,             0.88775,             0.51164,           0.0096599,           0.0039925,          0.00043702,           0.0018325,           0.0018325,           0.0018325
                 167,            0.054334,            0.018629,           0.0024939,             0.75619,             0.80689,              0.9125,             0.55708,           0.0093366,           0.0040897,          0.00046417,            0.001783,            0.001783,            0.001783
                 168,            0.029961,            0.016252,          0.00073466,             0.75619,             0.80689,              0.9125,             0.55708,           0.0093366,           0.0040897,          0.00046417,           0.0017335,           0.0017335,           0.0017335
                 169,            0.024884,            0.017311,          0.00067227,             0.92135,             0.66667,              0.9125,             0.46198,            0.010734,           0.0040365,          0.00046203,            0.001684,            0.001684,            0.001684
                 170,            0.030848,            0.017711,           0.0013081,             0.92135,             0.66667,              0.9125,             0.46198,            0.010734,           0.0040365,          0.00046203,           0.0016345,           0.0016345,           0.0016345
                 171,            0.036638,            0.017412,          0.00094791,             0.94419,             0.66667,              0.9125,             0.56345,            0.010116,           0.0040218,          0.00046858,            0.001585,            0.001585,            0.001585
                 172,            0.050647,            0.018909,           0.0011813,             0.94419,             0.66667,              0.9125,             0.56345,            0.010116,           0.0040218,          0.00046858,           0.0015355,           0.0015355,           0.0015355
                 173,            0.038165,             0.01347,           0.0014432,             0.75649,             0.77204,             0.85946,             0.52442,           0.0098502,           0.0041783,          0.00051695,            0.001486,            0.001486,            0.001486
                 174,            0.033545,            0.014072,           0.0013473,             0.75649,             0.77204,             0.85946,             0.52442,           0.0098502,           0.0041783,          0.00051695,           0.0014365,           0.0014365,           0.0014365
                 175,            0.056923,            0.018087,           0.0019746,             0.77711,              0.7946,             0.85946,             0.52951,           0.0096503,           0.0042664,          0.00053208,            0.001387,            0.001387,            0.001387
                 176,            0.048803,            0.015181,           0.0038836,             0.77711,              0.7946,             0.85946,             0.52951,           0.0096503,           0.0042664,          0.00053208,           0.0013375,           0.0013375,           0.0013375
                 177,            0.034299,            0.015788,           0.0010466,             0.81856,                 0.5,             0.77696,             0.50315,           0.0095947,           0.0042683,          0.00053233,            0.001288,            0.001288,            0.001288
                 178,            0.044346,            0.019475,           0.0010509,             0.81856,                 0.5,             0.77696,             0.50315,           0.0095947,           0.0042683,          0.00053233,           0.0012385,           0.0012385,           0.0012385
                 179,            0.030745,            0.016451,            0.002394,             0.87692,             0.66667,              0.8465,             0.52079,           0.0097119,           0.0042483,          0.00047714,            0.001189,            0.001189,            0.001189
                 180,            0.035126,            0.016442,           0.0035326,             0.87692,             0.66667,              0.8465,             0.52079,           0.0097119,           0.0042483,          0.00047714,           0.0011395,           0.0011395,           0.0011395
                 181,            0.042367,            0.019886,           0.0018132,             0.78642,                 0.5,               0.797,             0.50404,             0.01028,           0.0041639,          0.00043007,             0.00109,             0.00109,             0.00109
                 182,            0.018522,             0.02009,           0.0011016,             0.78642,                 0.5,               0.797,             0.50404,             0.01028,           0.0041639,          0.00043007,           0.0010405,           0.0010405,           0.0010405
                 183,            0.041497,            0.024194,           0.0010009,             0.84664,             0.64886,               0.863,             0.56747,            0.010001,           0.0041266,          0.00040202,            0.000991,            0.000991,            0.000991
                 184,            0.042721,            0.020235,           0.0010497,             0.84664,             0.64886,               0.863,             0.56747,            0.010001,           0.0041266,          0.00040202,           0.0009415,           0.0009415,           0.0009415
                 185,            0.033512,            0.014176,            0.001492,             0.55671,             0.82426,              0.7915,             0.55352,            0.010196,           0.0041571,          0.00038108,            0.000892,            0.000892,            0.000892
                 186,            0.035388,            0.014152,            0.001146,             0.55671,             0.82426,              0.7915,             0.55352,            0.010196,           0.0041571,          0.00038108,           0.0008425,           0.0008425,           0.0008425
                 187,            0.023478,             0.01472,          0.00093102,             0.85085,             0.62052,              0.8465,             0.58037,           0.0099834,           0.0042083,          0.00037607,            0.000793,            0.000793,            0.000793
                 188,            0.026964,              0.0193,           0.0015444,             0.85085,             0.62052,              0.8465,             0.58037,           0.0099834,           0.0042083,          0.00037607,           0.0007435,           0.0007435,           0.0007435
                 189,            0.038091,            0.018762,           0.0010879,             0.86785,             0.62152,              0.8465,             0.60322,           0.0099204,           0.0041713,          0.00035834,            0.000694,            0.000694,            0.000694
                 190,            0.021961,            0.014858,          0.00075395,             0.86785,             0.62152,              0.8465,             0.60322,           0.0099204,           0.0041713,          0.00035834,           0.0006445,           0.0006445,           0.0006445
                 191,            0.029738,            0.016632,           0.0010237,             0.85639,             0.62694,              0.8465,             0.59186,             0.01001,           0.0041782,          0.00034702,            0.000595,            0.000595,            0.000595
                 192,            0.026889,            0.012605,           0.0008403,             0.85639,             0.62694,              0.8465,             0.59186,             0.01001,           0.0041782,          0.00034702,           0.0005455,           0.0005455,           0.0005455
                 193,            0.027256,            0.014126,          0.00071184,              0.7109,             0.77836,               0.863,             0.57592,            0.010154,           0.0041876,          0.00033763,            0.000496,            0.000496,            0.000496
                 194,            0.042764,            0.020976,           0.0013288,              0.7109,             0.77836,               0.863,             0.57592,            0.010154,           0.0041876,          0.00033763,           0.0004465,           0.0004465,           0.0004465
                 195,            0.034312,            0.017861,           0.0017801,             0.69935,             0.78085,               0.863,              0.6022,            0.010135,           0.0041652,          0.00034934,            0.000397,            0.000397,            0.000397
                 196,            0.020637,            0.012004,          0.00067756,             0.69935,             0.78085,               0.863,              0.6022,            0.010135,           0.0041652,          0.00034934,           0.0003475,           0.0003475,           0.0003475
                 197,            0.037015,            0.012863,           0.0014219,             0.70385,             0.78015,             0.88775,             0.62722,             0.01004,           0.0041774,          0.00033796,            0.000298,            0.000298,            0.000298
                 198,            0.046791,            0.019853,           0.0016103,             0.70385,             0.78015,             0.88775,             0.62722,             0.01004,           0.0041774,          0.00033796,           0.0002485,           0.0002485,           0.0002485
                 199,            0.027159,            0.020237,           0.0010516,             0.76971,             0.95354,               0.929,             0.56272,            0.010048,            0.004213,          0.00033987,            0.000199,            0.000199,            0.000199
